name,rating,courses,fees_range,package,city
Aurora's Scientific Technological and Research Academy,3.5,14,87000 - 200000,1.41 - 2.5 LPA,Hyderabad
Lasya College of Fine Arts,NULL,3,– / –,– / –,Kannur
A M Reddy Memorial College Of Pharmacy,4.8,8,100000 - 2100000,4,Narasaraopet
"State Institute of Hospitality Management, Kozhikode",4.2,4,– / –,4.5,Kozhikode
Mar Thoma College of Science and Technology,NULL,17,54000 - 1700000,2.4 - 3 LPA,Kollam
"SSV College, Kahalgaon",NULL,18,– / –,– / –,Bhagalpur
Shri Govind Guru Government College,4.6,29,20000,5,Banswara
B.R.B. College,3.6,18,– / –,2.4,Samastipur
Khalsa Ayurvedic Medical College,NULL,2,– / –,– / –,Mansa
D.D. College,3.7,14,535000 - 200000,2.3,Dehradun
"Ashwini Ayurvedic Medical College and Research Centre, Tumakuru",2.2,8,2700000 - 10600000,2.5,Tumkur
"Suryamukhi Dinesh Ayurved Medical College and Hospital Booty, Ranchi",NULL,2,113,– / –,Ranchi
"Raja Shiv Prasad College, Jharia (Belagaria)",3.5,21,12000 - 22000,2.9,Dhanbad
Sri Sarada College For Women,4.4,23,– / –,1.13 - 1.33 LPA,Tirunelveli
Dr. Radha Bai Govt. Navin Girls College,4.1,11,– / –,4,Raipur
CRM Jat College,3.8,6,399000 - 407000,3,Hisar
Royal College of Education and Research For Women,NULL,1 Course,15,– / –,Thane
J.G. Institute of Law,NULL,1 Course,– / –,– / –,Ahmedabad
St. Theresas College of Nursing,NULL,1 Course,25000,– / –,Bangalore
Bilasa Institute of Nursing,NULL,2,– / –,– / –,BilasPur
Maharashtra State Skills University,NULL,19,80000 - 4400000,– / –,Mumbai
Bioinformatics Centre,NULL,1 Course,– / –,– / –,Pondicherry
TITE - Templecity Institute of Technology and Engineering,3.6,19,795000 - 2800000,2.9,Khurda
"Department of Law, University of Jammu",2.4,3,– / –,5.6 LPA,Jammu
INSOFE,NULL,14,2500000 - 74200000,7 LPA,Hyderabad
Military College of Telecommunication Engineering,NULL,4,– / –,– / –,Indore
"Government Polytechnic College, Rengali",4.6,4,174,4,Sambalpur
Maa Ashapura College of Education,NULL,1 Course,– / –,– / –,Bhuj
"Government Polytechnic, Jagannathpur",4.2,6,– / –,4,Jharkhand - Other
Harlal Institute of Management and Technology (PG courses),NULL,5,1300000 - 5500000,– / –,Greater Noida
Gurukula Institute of Technology (GIT Bhubaneswar),NULL,8,80000 - 3200000,– / –,Bhubaneswar
St. Pauls Institute of Communication Education,NULL,16,43000 - 2700000,– / –,Bangalore
Akal University,4.2,30,46000 - 3700000,3,Bathinda
"Ramadhin College, Munger University",5,18,– / –,5,Bihar - Other
Siddharth College,NULL,5,– / –,– / –,Thane
Haldia Institute of Nursing Science,NULL,1 Course,– / –,– / –,Haldia
Lokmanya College of Commerce,4.3,4,– / –,4.3,Ahmedabad
Bhavan's Tripura College of Teacher Education,NULL,1 Course,– / –,– / –,Agartala
Karimganj College,3.4,7,– / –,3,Karimganj
Dr. Ambedkar Law College,NULL,7,– / –,– / –,Tirupati
Dr. Ambedkar College of Law,4.6,3,– / –,5,Mumbai
K.K.C. College,NULL,12,– / –,– / –,Churu
"Maharashtra Post Graduate Institute of Medical Education & Research, Nashik",NULL,7,35,– / –,Nashik
MHF's Homoeopathic Medical College & Hospital,NULL,4,39,– / –,Ahmednagar
Brindavan Institute Of Technology And Science,3.4,15,70000 - 1400000,2.9,Kurnool
Dharmarathnakara Dr. N.Mahalingam Institute of Paramedical Sciences and Research,NULL,7,– / –,– / –,Erode
Neelkanth Group of Institutions,3.9,21,100000 - 2400000,3.6,Meerut
"M.Dasan Institute Of Technology, Kozhikode",3.4,9,100000 - 200000,3.2,Kozhikode
Bangalore Culinary Academy,NULL,5,– / –,– / –,Bangalore
"Vidyadayini Institute of Science, Management and Technology",3.8,35,16000 - 2200000,3.5,Bhopal
State L.B.S. Homeo Medical College,NULL,2,675000 - 72000,– / –,Uttar Pradesh - Other
Vedant B.C.A and B.Com College,NULL,6,– / –,– / –,Bijapur
"Institute of Indian and Foreign Languages, MGM University",NULL,24,1000 - 20000,– / –,Aurangabad
"Central Institute of Plastics Engineering and Technology, Jaipur",4.6,5,200000,4,Jaipur
"CSI Institute of Legal Studies, Parassala",3.5,5,– / –,3.3,Thiruvananthapuram
Tata College,4,17,– / –,1,Chaibasa
Pune Institute of Aviation and Hospitality Management,NULL,1 Course,– / –,– / –,Pune
Bapuji Pharmacy College,4.2,5,1100000 - 400000,1.98 - 2.1 LPA,Davangere
Bhai Gurdas General Nursing College,NULL,4,– / –,– / –,Patiala
Texcity College of Nursing,4.6,6,– / –,5,Coimbatore
Tripura College of Nursing,NULL,6,– / –,– / –,Agartala
"Tarkeshwar Prasad Varma College, Babasaheb Bhimrao Ambedkar Bihar University",4.6,15,10000 - 106000,5,Bihar - Other
Asan Memorial College of Arts and Science,4.1,14,16,4,Chennai
Hi-Tech College of Physiotherapy,NULL,2,– / –,– / –,Khordha
University College of Ayurved,NULL,8,200000 - 600000,– / –,Jodhpur
Sahara College of Nursing and Paramedical Sciences,NULL,1 Course,– / –,– / –,Lucknow
Saintgits Design School,NULL,3,– / –,– / –,Kottayam
Venkateshwara Open University,NULL,133,125000 - 1400000,– / –,Itanagar
Shri Rama Krishna Group Of Institutions,2.4,19,– / –,1,Satna
Ravi School of Nursing,NULL,2,– / –,– / –,Agra
St. Josephs Arts and Science College,NULL,18,– / –,3.4 - 3.53 LPA,Bangalore
Rizvi College of Education,NULL,1 Course,19,– / –,Mumbai
"Government Engineering College, Jehanabad",4.1,3,105,3,Gaya
MIES R.M. Law College,NULL,1 Course,– / –,– / –,Kolkata
King George Hospital School of Nursing,NULL,1 Course,– / –,– / –,Visakhapatnam
S.S. Institute Of Medical Sciences Management Technology & Research,NULL,46,146000 - 984000,– / –,Agra
"ILM College of Engineering and Technology, Ernakulam",2.8,7,300000,2,Ernakulum
Shri Brahamanand Institute of Education,NULL,6,28,– / –,Junagadh
Shri Gurunanak Girls Degree College,NULL,8,126000 - 45000,– / –,Lucknow
Tata College,4.1,11,14,3.5,Sidhi
"Trinityc Mission Medical Foundation, College of Physiotherapy",NULL,2,– / –,– / –,Madurai
"School of Nursing, Tirath Ram Shah Hospital",NULL,1 Course,– / –,– / –,Delhi
"IBMR Business Schools, Ahmedabad",NULL,4,24,– / –,Ahmedabad
Airborne Academy,NULL,5,35000 - 65000,– / –,Delhi
"School of Biosciences, Apeejay Stya University",3.7,13,100000 - 1300000,3.6,Gurgaon
"College of Arts, Sri Venkateswara University",4,15,12000 - 154000,6 LPA,Tirupati
Lucknow Model College of Pharmacy,4.4,2,25,4,Lucknow
Universal College of Architecture,NULL,1 Course,45,– / –,Mumbai
Acharya College of Nursing,4.1,6,200000 - 2400000,1.96 - 2.72 LPA,Bangalore
"IILM Academy of Higher Learning, Jaipur",4.4,1 Course,400000,4.3,Jaipur
"Clinomic Center for Clinical Research Pvt. Ltd., Andheri West",NULL,2,65000 - 1100000,– / –,Mumbai
Indian Statistical Institute Mumbai,NULL,6,177000 - 826000,– / –,Mumbai
R.K College Of Pharmacy,NULL,2,25,– / –,Moradabad
"Bapatla College of Pharmacy, Bapatla",4.2,4,2100000 - 2200000,3.8,Andhra Pradesh - Other
SJM Dental College and Hospital,NULL,2,3800000 - 11200000,– / –,Chitradurga
Bengal Institute of Technology and Management,2.9,17,1300000 - 3600000,2.3,Birbhum
Udaybhansinhji Regional institute of Cooperative Management,4.6,3,400000,5,Gandhinagar
Truba Institute of Pharmacy,5,5,78000 - 1700000,5,Bhopal
Guru Nanak College of Elementary Teacher Education,NULL,1 Course,– / –,– / –,Mumbai
"Government College, Malerkotla",3.4,8,– / –,3,Malerkotla
Bhoj Mahavidhyalaya,NULL,27,– / –,– / –,Bhopal
Bundelkhand Government Ayurvedic College and Hospital,NULL,1 Course,63000,– / –,Jhansi
International Academy of Management and Entrepreneurship,2.4,9,100000 - 5900000,1,Bangalore
"Xavier School of Communications, Xavier University Bhubaneswar",4.8,2,1900000 - 3200000,3.5 - 17.1 LPA,Bhubaneswar
Anekant Institute of Management Studies,4.8,1 Course,15,2 LPA,Pune
"Matoshri College of Management & Research Centre,Eklahare",NULL,1 Course,15,– / –,Nashik
"L.N.Pharmacy College,Deoria",NULL,2,25,– / –,Uttar Pradesh - Other
Shivang Homoeopathic Medical College,NULL,1 Course,766,– / –,Bhopal
"Gurukrupa Institute of Pharmacy, Majalgaon",NULL,2,12000 - 3300000,– / –,Beed
Modern Global Nursing Institute,NULL,2,– / –,– / –,Haridwar
"PAU College of Agriculture, Ballowal",NULL,1 Course,12,3.5 LPA,Shahid Bhagat Singh Nagar
"State Institute of Hotel Management, Catering Technology & Applied Nutrition, Tirupati",NULL,3,25000 - 2400000,– / –,Tirupati
Pixel Institute of Photography,NULL,4,– / –,– / –,Delhi
Ionic Fashion Academy,4.6,16,90000 - 3200000,5,Kolkata
"Government Engineering College, Banka",NULL,5,– / –,– / –,Banka
M.L.M Group of Colleges,NULL,22,– / –,– / –,Moga
"Government Women's College, Patna",NULL,23,– / –,– / –,Patna
"Symbiosis Centre for Corporate Education, Symbiosis International, Pune",NULL,22,8000,– / –,Pune
"G S College of Commerce & Economics, Jabalpur",3,9,14,3.64 - 3.86 LPA,Jabalpur
MCE Society's Allana College of Pharmacy,3.8,4,3200000 - 5500000,1.68 - 2.16 LPA,Pune
"D.A.V.College, Titlagarh",4.7,21,– / –,4.5,Orissa - Other
Dr. Lankapalli Bullayya College of Engineering,4.3,4,– / –,4.17 LPA,Visakhapatnam
Diamond Harbour Government Polytechnic,4.2,3,18,4,District 24 Parganas
"Institute of Paramedical Sciences, Silchar",NULL,8,– / –,– / –,Silchar
Sri Sukhmani Institute of Engineering and Technology,2.9,10,1200000 - 3200000,2.5,Derabassi
"Picasso Animation College, Noida",NULL,3,2300000 - 400000,– / –,Noida
VidyaBharathi  Group of Institutions,3.6,13,– / –,3.3,Kochi
BM Birla College of Nursing,NULL,6,– / –,– / –,Kolkata
Sree Vidyaranya B.P.Ed. College,NULL,1 Course,– / –,– / –,Anantapur
"Government College, Rau",4.4,3,– / –,4,Indore
"Virohan Institute of Health and Management Sciences, Kalkaji",NULL,9,35000 - 1500000,– / –,Delhi
Jai Shriram Engineering College,3.8,10,– / –,4,Tirupur
Bhuvaneshwari Correspondence College,4,11,41000 - 27000,4,Bangalore
Reliable Institute,3.3,5,– / –,2.3,Ghaziabad
Vikas Institute of Pharmaceutical Sciences,4,8,1200000 - 2600000,4.5 - 5.5 LPA,Rajahmundry
Rajkiya Kanya Mahavidyalaya,4.8,3,– / –,4,Shimla
Farooqia College of Pharmacy,3.6,4,1100000 - 400000,3,Mysore
"Government Polytechnic College, Khamgaon",3.7,5,18000,4,Maharashtra - Other
B.S.M. Post Graduate College,4.3,14,– / –,4.7,Roorkee
Gramonnati Mandals College of Agriculture Business Management,NULL,1 Course,15,– / –,Pune
R.D. Memorial College of Nursing,NULL,3,– / –,– / –,Indore
"Career Avenues, Lucknow",NULL,12,32000 - 1800000,– / –,Lucknow
"Institute of Finance, Banking and Insurance",NULL,3,72000,– / –,Ahmedabad
"UEI Global, Agra",NULL,20,1300000 - 1900000,– / –,Agra
Arya Institute of Engineering Technology and Management,4,6,300000,4.2,Jaipur
Garodia’s Academy (P.G. Garodia School (I.C.S.E.)),NULL,1 Course,22000,– / –,Mumbai
Narayandas Sarwottamdas Soti Law College,NULL,2,– / –,– / –,Sangli
Hakeem Abdul Hameed Unani Medical College And Hospital,NULL,1 Course,11 Cr,– / –,Dewas
Gokul Ayurvedic College,4.5,1 Course,101,4.5,Gujarat - Other
"College of Agriculture, Kalaburagi",NULL,1 Course,– / –,2.4 LPA,Karnataka - Other
Accman Institute of Management,4.7,2,52,4.8,Greater Noida
"P.G. Institute of Agri Business Management, Junagadh Agricultural University",5,1 Course,565,5,Junagadh
Pilathara Co-Op Arts and Science College,3,8,– / –,2.3,Kannur
Dr. Ulhas Patil Law College,NULL,2,367000 - 50000,– / –,Jalgaon
"M.E.S College, Erumely",NULL,15,584000 - 1200000,0.55 - 5.6 LPA,Kottayam
Samastipur College,3.5,33,300 - 432,2.5,Bihar - Other
Meghraj Memorial B.Ed. College,NULL,2,– / –,– / –,Begusarai
"HCL TechBee, Lucknow",NULL,2,100000 - 200000,– / –,Lucknow
"Institute of Management Studies, Roorkee",3.3,5,54000 - 1700000,2.5,Roorkee
Academy for Clinical Excellence,NULL,8,44000 - 64000,– / –,Mumbai
Seven Mentor Pvt Ltd,NULL,8,6000 - 8000,– / –,Pune
"Polytechnic in Agricultural Engineering, Junagadh Agricultural University",NULL,1 Course,– / –,– / –,Rajkot
Teresian College,4.7,21,– / –,2.4 - 3 LPA,Mysore
S.P.T.M. College of Arts and Science,4.4,7,– / –,5,Surat
"Institute of Health Sciences, Bhubaneswar",NULL,2,500000 - 1300000,– / –,Bhubaneswar
Bangalore Baptist Hospital,NULL,5,– / –,– / –,Bangalore
Sri Balaji Teachers Training College,NULL,2,– / –,– / –,Jaipur
Einstein College of Arts and Science,NULL,8,– / –,– / –,Tirunelveli
Nootan College of Pharmacy,NULL,2,12000,– / –,Sangli
Heeralal Yadav Balika Degree College,NULL,10,– / –,– / –,Lucknow
"Yaduvanshi Institute Of Education,Mahender Garh",3.8,4,– / –,3.3,Mahendragarh
Satyapriya Roy College of Education,NULL,2,– / –,– / –,Kolkata
Canning Government Polytechnic,4.4,3,18,4,District 24 Parganas
Giriraj Nursing School,NULL,2,– / –,– / –,Baramati
Nehru Institute of Design,NULL,2,– / –,– / –,Coimbatore
RIMS International School and Junior College,NULL,1 Course,118,– / –,Mumbai
"Polytechnic in Agriculture, Vaso, Anand Agriculture University",NULL,1 Course,– / –,– / –,Gujarat - Other
"Kottayam Institute of Technology And Science, Kottayam",3.2,12,200000 - 2700000,3,Kottayam
"LTA School of Beauty, Pune",NULL,3,– / –,– / –,Pune
Sri Dronacharya Degree College,3.6,20,– / –,3,Noida
Chinmaya Advance Research Education College of Nursing,NULL,5,– / –,– / –,Haridwar
West Hill Polytechnic College,NULL,3,128,– / –,Hassan
"Science College, Kokrajhar",3.2,12,79000,1.5,Kokrajhar
Annasaheb Ramesh Ajmera College of Pharmacy,4.2,6,– / –,4,Dhule
Nehru College of Physiotherapy,NULL,1 Course,– / –,– / –,Coimbatore
ICFL - Icicidirect Centre For Financial Learning,NULL,25,28000 - 300000,– / –,Pune
Bhaskar Engineering College,3.8,8,1800000 - 200000,3,Ranga Reddy
Dr. Babasaheb Ambedkar Marathwada University,NULL,3,12,– / –,Aurangabad
Saveetha College of Architecture and Design,NULL,1 Course,– / –,– / –,Chennai
Balwant College,NULL,13,– / –,1.3 - 1.5 LPA,Sangli
Chellammal Womens College,4.1,18,– / –,3.8,Chennai
College of Fisheries Nautical Technology - Tamil Nadu Fisheries University,NULL,1 Course,48000,2.4 LPA,Thoothukudi
S.M.B.T. Ayurved College and Hospital,3.4,1 Course,– / –,2,Nashik
"Tecnia Institute of Dance, Music & Fine Art",NULL,5,– / –,– / –,Delhi
Viswanadha Institute of Pharmaceutical Sciences,4.1,4,100000 - 2100000,3.4,Visakhapatnam
"Swami Vivekanand Government PG College, Neemuch",2.8,20,– / –,2,Madhya Pradesh - Other
"Institute of Nursing Sciences and Research, Malabar Cancer Centre",NULL,2,29,– / –,Kannur
Quaid-E-Millath Government College For Women,4.4,9,– / –,1.32 - 1.44 LPA,Chennai
Sagara Gangothri College of Education,NULL,1 Course,– / –,– / –,Shimoga
C.L. Jain College,2.9,4,– / –,2.3,Firozabad
JSS Polytechnic,4,7,128,4,Mysore
Shadhan Institute of Medical Sciences Teaching Hospital and Research Center,NULL,1 Course,– / –,– / –,Hyderabad
"Avinash College of Commerce, S. R. Nagar",NULL,12,45000 - 1500000,– / –,Hyderabad
"Beehive College of Engineering and Technology (BCET, Dehradun)",3.3,6,985000 - 2500000,2.4,Dehradun
AIMS Hotel Management College,NULL,11,– / –,– / –,Anand
"Unique Institute of Management (UIM, Pune)",4.4,1 Course,12,4,Pune
Yadavindra College of Engineering,2.7,29,113000 - 2900000,2.71 - 3.5 LPA,Bathinda
"Government Arts and Science College, Kozhinjampara",4.6,3,31,4,Palakkad
Netes Institute of Pharmaceutical Science,4.3,3,2900000 - 4900000,3.5,Assam - Other
Padmashri Dr. Sivanthi Aditanar College of Nursing,NULL,1 Course,– / –,– / –,Tamil Nadu - Other
Pimtech College of B.Sc. M.L.T.,NULL,1 Course,– / –,– / –,Kothagudem
Akshara Degree College,NULL,3,– / –,– / –,Hyderabad
Smt Tarawati Institute of Bio-Medical and Allied Sciences,4.3,3,90000 - 2400000,4,Roorkee
"Government Arts and Science College, Kamareddy",5,21,53000 - 728000,5,Nizamabad
S.D. Mahila Mahavidyalaya,NULL,5,339000 - 37000,– / –,Hansi
Pioneer Degree College,NULL,4,149,– / –,Hyderabad
ASET Institute of Technology,3.5,14,– / –,3.5,Chennai
Kerala State Institute of Design,NULL,1 Course,– / –,– / –,Kollam
"Indo-German Tool Room, Indore",NULL,3,– / –,– / –,Indore
Lakshya Medical College,NULL,2,90000 - 2500000,– / –,Uttar Pradesh - Other
Vinayaka Law College,NULL,3,50000 - 81000,– / –,Medak
"Ma Aa Shivajirao Kardile Arts, Commerce, and Science College",NULL,3,– / –,– / –,Ahmednagar
Vasantrao Naik Govternment Institute of Arts and Social Sciences,NULL,14,– / –,– / –,Nagpur
Alphonsa College,4.6,18,– / –,4,Kottayam
SVS College of Engineering (SVSCE),4.1,8,100000 - 200000,3.7,Coimbatore
MNR College Of Engineering and Technology,3.2,3,24,3,Telangana-Other
Chamunda Institute of Medical Sciences and Nursing College,NULL,3,– / –,– / –,Kullu
Kohinoor College Of Arts,3,21,– / –,3,Aurangabad
Christ Nagar College,3.5,9,54000 - 1100000,3.8,Thiruvananthapuram
Mathuradas Mohta Science College,4.9,8,– / –,4.5,Nagpur
Ly. Khalsa College for Women,NULL,22,– / –,– / –,Jalandhar
Basavakalyan Engineering College,2.8,5,36,1.4 LPA,Bidar
"Directorate of Distance Education, PTU",4.3,14,428000 - 93000,4.1,Kapurthala
Institute of Environmental Architecture,NULL,1 Course,– / –,– / –,Mumbai
Sai Tirumala N V R Engineering College,3.5,20,54000 - 1400000,2.6 LPA,Narasaraopet
Shri Vishnu S.D.P.G. College,3.4,14,735,3,Himachal Pradesh - Other
"Government Medical College, Baramulla",NULL,1 Course,481,– / –,Baramulla
"Shree Shamalaji Homoeopathic Medical College, Hospital and R.I Godhra",NULL,1 Course,45,– / –,Godhra
"Government Polytechnic College, Purasawalkam",NULL,3,– / –,– / –,Chennai
"Government Arts College, Ariyalur",NULL,26,– / –,1.2 - 1.5 LPA,Tamil Nadu - Other
"Amrita School of Arts, Humanities and Commerce, Amrita Vishwa Vidyapeetham, Coimbatore",4.6,4,1800000 - 400000,4.5 - 4.7 LPA,Coimbatore
"NIE Science College, NIE Campus",4.9,3,– / –,5,Mysore
Shivanjali College of Nursing,NULL,1 Course,– / –,– / –,Ahmednagar
Maa Shahjadi Devi Memorial School of Nursing,NULL,2,– / –,– / –,Azamgarh
GIMT - Geeta Institute of Management And Technology,2.8,19,90000 - 200000,1.8,Kurukshetra
"Study and Lead Educational and Welfare Society,Bangalore",NULL,2,11000 - 14000,– / –,Bangalore
Super Speciality Paediatric Hospital and Post Graduate Teaching Institute,NULL,3,16,– / –,Noida
Kala Ashram Ayurved Medical College and Hospital,3.7,1 Course,– / –,3.5,Udaipur
"St. Mary's College, Thoothukudi",3.7,38,– / –,2.5,Thoothukudi
Kular College of Nursing,NULL,3,– / –,– / –,Ludhiana
Vijaya Teachers College,NULL,2,– / –,– / –,Bangalore
"Government Arts and Science College,Kovilpatti",NULL,12,– / –,26.6 LPA,Tamil Nadu - Other
Tamilnadu Government Music College,NULL,13,– / –,– / –,Madurai
JRN Institute of Aviation Technology,3.1,3,– / –,2.9,Delhi
Christhu Jyothi Institute of Technology and Science,3.8,16,447000 - 2500000,3.5,Warangal
Maharaja Agarsain Institute of Technology,4.8,1 Course,13,4,Ghaziabad
"M.L. Arya College, Purnea University",3.7,22,93,3.3,Purnia
Panna Dhai Maa Subharati Nursing College,NULL,10,– / –,– / –,Meerut
Kmct Engineering College,NULL,3,– / –,– / –,Kozhikode
Mangayarkarasi College of Education,NULL,2,– / –,– / –,Madurai
Lokmanya Tilak Institute Of Architecture and Design Studies,NULL,1 Course,– / –,– / –,Mumbai
"GovernmentPhysiotherapy College, PT. J.N.M. Medical College",NULL,1 Course,– / –,– / –,Raipur
University College of Medical Education,NULL,2,– / –,– / –,Ernakulum
Maulana Minnatullah Rahmani Technical Institute,NULL,2,– / –,– / –,Patna
Chirala Engineering College,3.4,21,604000 - 1800000,2.9,Andhra Pradesh - Other
Ironwood Sports Management Global Academy,NULL,5,– / –,– / –,Mumbai
Calcutta Girls' B.T College,NULL,1 Course,– / –,– / –,Kolkata
Smt M N K Dalal Education College for Women,NULL,1 Course,– / –,– / –,Ahmedabad
"Aptech Aviation and Hospitality Academy, Kochi",NULL,10,– / –,– / –,Kochi
Sarguja University,NULL,7,– / –,– / –,Chhattisgarh - Other
RVS Technical campus,3.3,12,50000 - 200000,3.8,Coimbatore
"Om Engineering College, Junagadh",3.1,9,1400000 - 2700000,2.5,Junagadh
Saikrupa College of Agriculture and Food Technology,NULL,2,31,– / –,Ahmednagar
Tinsukia College,3.7,5,– / –,2.5,Assam - Other
Florence Nightingale Institute of Nursing,NULL,1 Course,– / –,– / –,Navi Mumbai
A.V. Hirani College of Journalism and Performing Arts,NULL,6,– / –,– / –,Rajkot
Odisha School of Management & Technology,NULL,11,– / –,– / –,Bhubaneswar
V.I.M.S. College of Physiotheraphy,NULL,2,– / –,– / –,Vijayawada
A.S.(P.G.) College,4,8,– / –,3,Meerut
Harish Chandra Research Institute,NULL,2,– / –,11.72 LPA,Allahabad
"College of Dairy Science and Food Technology, Chhattisgarh Kamdhenu Vishwavidyalaya",4.4,7,798,3,Raipur
Smt. K. B. Abad Homoeopathic Medical College,NULL,2,4700000 - 500000,– / –,Nashik
Shri Sarvajanik Pharmacy College,4.4,6,2400000 - 3100000,5,Mehsana
P.P.G. College of Nursing,4.7,8,– / –,4.4,Coimbatore
J.D. Polytechnic,2.8,5,18000,1,Nagpur
Sri Chamarajendra Samskrita College,NULL,24,13000 - 135000,– / –,Bangalore
"Arena Animation, Vile Parle",NULL,39,23000 - 3500000,– / –,Mumbai
"Christian College of Physiotherapy, Nagercoil",NULL,1 Course,– / –,– / –,Nagercoil
"Khalsa College of Education, Amritsar",NULL,5,– / –,– / –,Amritsar
Tiranga College of Animation and VFX,NULL,7,30000 - 300000,– / –,Baramati
"Ramakrishna Mission Vivekananda Educational and Research Institute, Ranchi Campus",4.7,10,83000 - 1200000,4,Ranchi
SJB College of Management Studies,4.4,14,12,4.3,Bangalore
"Shriram Institute of Information Technology, ShriRam Group of Colleges",4.1,8,912000 - 1800000,4.2,Gwalior
Saraswathy Law College,NULL,2,– / –,– / –,Villupuram
Sri Nagalakshmi Ammal College of Sciences,NULL,6,– / –,– / –,Madurai
Shree Umiya KVC Nursing College,NULL,2,28,– / –,Ahmedabad
Drona foundation Skybright B.Voc College,NULL,2,90000,– / –,Gujarat - Other
Tuli College of Hotel Management,4.5,5,23,4.3,Nagpur
CREO Valley,3.4,18,1800000 - 1000000,3,Bangalore
V V College of Engineering,4.6,9,50000 - 200000,4.3,Tirunelveli
Gandhi Natha Rangaji Homeopathic Medical College,NULL,1 Course,21,– / –,Solapur
"District Institute of Education and Training, Jagatsinghpur",NULL,2,– / –,– / –,Orissa - Other
"Indian School of Business Management and Administration, Gwalior",NULL,35,35000 - 1500000,– / –,Gwalior
City Nursing College,NULL,4,– / –,– / –,Gurdaspur
"Government Polytechnic College, Pala",NULL,4,55,– / –,Kottayam
Bhavans Leelavati Munshi College of Education,2.6,2,– / –,2,Delhi/NCR
Bhaskar Waman Thakur College,NULL,33,– / –,– / –,Thane
M.D. College,NULL,3,– / –,– / –,Hanumangarh
S.K.L.P. Insitute of Nursing,NULL,2,1500000 - 2800000,– / –,Bhuj
ICICIdirect Centre for Financial Learning (ICFL),NULL,24,28000 - 300000,– / –,Kolkata
"Vaagdevi Institute of Technology and Science (VITS, Kadapa)",3.5,7,70000 - 1500000,3 LPA,Kadapa
Just Design Institute,NULL,33,– / –,– / –,Noida
Command Hospital Air Force,NULL,15,– / –,– / –,Bangalore
Sri Ramakrishna Mission Sevashrama School of Nursing,NULL,1 Course,– / –,– / –,Vrindavan
"Footwear Design and Development Institute, Hyderabad",2.8,5,4900000 - 7800000,1,Hyderabad
State College of Teacher Education,NULL,2,– / –,– / –,Kohima
"Abhinav College of Education,Latur",NULL,1 Course,382,– / –,Latur
Acharya Sudarshan B.Ed. College,NULL,1 Course,– / –,– / –,Sitamarhi
Sanjiban Institute of Health Sciences,NULL,4,– / –,– / –,Howrah
Shree Swaminarayan R.P. Badiyani and S.R. Bandiyani Institute of Nursing,NULL,3,90000 - 3900000,– / –,Porbandar
Goutham College,4.2,26,15000,4.5,Bangalore
"Mahan Institute Of Technologies, Rajouri Garden",NULL,7,– / –,– / –,Delhi
Anipix Animation Academy,NULL,20,1800000 - 2700000,– / –,Chennai
"RR College of Nursing, Bangalore",NULL,8,600000,– / –,Bangalore
Indo Danish Tool Room,4.9,3,– / –,4.9,Jharkhand - Other
B.M.S. Evening College of Arts and Commerce,NULL,1 Course,– / –,– / –,Bangalore
"Government Medical College, Dholpur",NULL,1 Course,23,– / –,Dholpur
KGISL Institute of Information Management,4.7,1 Course,17,4.5,Coimbatore
Universal College of Engineering and Technology (UCET),2.6,7,99000 - 1800000,1.9,Gandhinagar
Swar Sangam- A Birla Institute for Visual and Performing Arts,NULL,17,– / –,– / –,Kolkata
"Institute of Professional Studies, Roorkee",NULL,16,378,– / –,Roorkee
Ramsaday College,3.1,8,– / –,3,Howrah
Vignan Institute of Technology and Management,3.2,11,100000 - 2300000,2.1,Ganjam
Lakme Academy (Powered by Aptech),NULL,7,– / –,– / –,Ahmedabad
"Government Homoeopathic Medical College,Thiruvananthapuram",NULL,5,12000 - 493000,– / –,Thiruvananthapuram
Renaissance College of Commerce and Management,3.7,4,– / –,2.9,Indore
Vypin Government Arts and Science College,NULL,3,– / –,– / –,Ernakulum
G.E.M.S. Medical College,NULL,2,– / –,4.8 - 10.8 LPA,Srikakulam
ISBA Institute of Professional Studies,2.4,21,19000 - 78000,2.3,Indore
Shahzada Nand College,NULL,25,– / –,– / –,Amritsar
Alwardas Polytechnic College,3,5,72000,2.5,Visakhapatnam
Yeshwant College of Information Technology,NULL,12,– / –,– / –,Parbhani
Dnyanganga College of Education,NULL,2,498000 - 508000,– / –,Pune
J. V. G. College of Education,NULL,2,– / –,– / –,Raigarh
Sikkim Government College,NULL,8,– / –,– / –,Sikkim - Other
Apollo Law College,NULL,1 Course,– / –,– / –,Ahmedabad
Best International Business School,NULL,13,54000 - 4500000,– / –,Bangalore
"VYASA Business School, Swami Vivekananda Yoga Anusandhana Samsthana University",NULL,1 Course,12,– / –,Bangalore
Nadar Saraswathi College of Engineering and Technology,4.1,9,50000 - 200000,1.63 LPA,Theni
Kumar Bhaskar Varma Sanskrit and Ancient Studies University,NULL,18,300 - 195000,– / –,Assam - Other
Dr. D. Veerendra Heggade Institute of Management Studies & Research,NULL,1 Course,12,– / –,Dharwad
University of Agricultural and Horticultural Sciences,3.3,6,– / –,1.7,Shimoga
"Sarvajanik Intitute of Interior Design, Fine Arts and Performing Arts",NULL,5,– / –,– / –,Surat
Kamla Nehru College,NULL,1 Course,40000,– / –,Bhopal
"Government PG Degree College, Rishikesh",1.7,20,– / –,1,Rishikesh
